branch,CellType,n_signif,hypergeo_p,hypergeo_q
Abnormality of the nose,Intestinal epithelial cells,0,1,1
Abnormality of the nose,Islet endocrine cells,0,1,1
Abnormality of the nose,Lens fibre cells,0,1,1
Abnormality of the nose,Limbic system neurons,0,1,1
Abnormality of the nose,Lymphatic endothelial cells,0,1,1
Abnormality of the nose,Lymphoid cells,0,1,1
Abnormality of the nose,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the nose,Megakaryocytes,0,1,1
Abnormality of the nose,Mesangial cells,0,1,1
Abnormality of the nose,Mesothelial cells,0,1,1
Abnormality of the nose,Metanephric cells,0,1,1
Abnormality of the nose,Microglia,0,1,1
Abnormality of the nose,Myeloid cells,0,1,1
Abnormality of the nose,Neuroendocrine cells,0,1,1
Abnormality of the nose,Oligodendrocytes,0,1,1
Abnormality of the nose,PAEP MECOM positive cells,0,1,1
Abnormality of the nose,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the nose,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the nose,Parietal and chief cells,0,1,1
Abnormality of the nose,Photoreceptor cells,0,1,1
Abnormality of the nose,Purkinje neurons,0,1,1
Abnormality of the nose,Retinal pigment cells,0,1,1
Abnormality of the nose,Retinal progenitors and Muller glia,0,1,1
Abnormality of the nose,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the nose,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the nose,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the nose,SLC26A4 PAEP positive cells,0,1,1
Abnormality of the nose,STC2 TLX1 positive cells,0,1,1
Abnormality of the nose,Satellite cells,0,1,1
Abnormality of the nose,Schwann cells,0,1,1
Abnormality of the nose,Skeletal muscle cells,0,1,1
Abnormality of the nose,Smooth muscle cells,0,1,1
Abnormality of the nose,Squamous epithelial cells,0,1,1
Abnormality of the nose,Stellate cells,0,1,1
Abnormality of the nose,Stromal cells,0,1,1
Abnormality of the nose,Sympathoblasts,0,1,1
Abnormality of the nose,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the nose,Thymic epithelial cells,0,1,1
Abnormality of the nose,Thymocytes,0,1,1
Abnormality of the nose,Trophoblast giant cells,0,1,1
Abnormality of the nose,Unipolar brush cells,0,1,1
Abnormality of the nose,Ureteric bud cells,0,1,1
Abnormality of the nose,Vascular endothelial cells,0,1,1
Abnormality of the nose,Visceral neurons,0,1,1
Abnormality of the thoracic cavity,AFP ALB positive cells,0,1,1
Abnormality of the thoracic cavity,Acinar cells,0,1,1
Abnormality of the thoracic cavity,Adrenocortical cells,0,1,1
Abnormality of the thoracic cavity,Amacrine cells,0,1,1
Abnormality of the thoracic cavity,Antigen presenting cells,1,0.120060001291545,0.891026255274926
Abnormality of the thoracic cavity,Astrocytes,0,1,1
Abnormality of the thoracic cavity,Bipolar cells,0,1,1
Abnormality of the thoracic cavity,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the thoracic cavity,CCL19 CCL21 positive cells,0,1,1
Abnormality of the thoracic cavity,CLC IL5RA positive cells,0,1,1
Abnormality of the thoracic cavity,CSH1 CSH2 positive cells,0,1,1
Abnormality of the thoracic cavity,Cardiomyocytes,0,1,1
Abnormality of the thoracic cavity,Chromaffin cells,0,1,1
Abnormality of the thoracic cavity,Ciliated epithelial cells,0,1,1
Abnormality of the thoracic cavity,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the thoracic cavity,Ductal cells,0,1,1
Abnormality of the thoracic cavity,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the thoracic cavity,ENS glia,0,1,1
Abnormality of the thoracic cavity,ENS neurons,0,1,1
Abnormality of the thoracic cavity,Endocardial cells,0,1,1
Abnormality of the thoracic cavity,Epicardial fat cells,0,1,1
Abnormality of the thoracic cavity,Erythroblasts,0,1,1
Abnormality of the thoracic cavity,Excitatory neurons,0,1,1
Abnormality of the thoracic cavity,Extravillous trophoblasts,0,1,1
Abnormality of the thoracic cavity,Ganglion cells,0,1,1
Abnormality of the thoracic cavity,Goblet cells,0,1,1
Abnormality of the thoracic cavity,Granule neurons,0,1,1
Abnormality of the thoracic cavity,Hematopoietic stem cells,0,1,1
Abnormality of the thoracic cavity,Hepatoblasts,0,1,1
Abnormality of the thoracic cavity,Horizontal cells,0,1,1
Abnormality of the thoracic cavity,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the thoracic cavity,Inhibitory interneurons,0,1,1
Abnormality of the thoracic cavity,Inhibitory neurons,0,1,1
Abnormality of the thoracic cavity,Intestinal epithelial cells,0,1,1
Abnormality of the thoracic cavity,Islet endocrine cells,0,1,1
Abnormality of the thoracic cavity,Lens fibre cells,0,1,1
Abnormality of the thoracic cavity,Limbic system neurons,0,1,1
Abnormality of the thoracic cavity,Lymphatic endothelial cells,0,1,1
Abnormality of the thoracic cavity,Lymphoid cells,0,1,1
Abnormality of the thoracic cavity,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the thoracic cavity,Megakaryocytes,0,1,1
Abnormality of the thoracic cavity,Mesangial cells,0,1,1
Abnormality of the thoracic cavity,Mesothelial cells,0,1,1
Abnormality of the thoracic cavity,Metanephric cells,0,1,1
Abnormality of the thoracic cavity,Microglia,0,1,1
Abnormality of the thoracic cavity,Myeloid cells,3,8.25869536885822e-05,0.00143981783411792
Abnormality of the thoracic cavity,Neuroendocrine cells,0,1,1
Abnormality of the thoracic cavity,Oligodendrocytes,0,1,1
Abnormality of the thoracic cavity,PAEP MECOM positive cells,0,1,1
Abnormality of the thoracic cavity,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the thoracic cavity,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the thoracic cavity,Parietal and chief cells,0,1,1
Abnormality of the thoracic cavity,Photoreceptor cells,0,1,1
Abnormality of the thoracic cavity,Purkinje neurons,0,1,1
Abnormality of the thoracic cavity,Retinal pigment cells,0,1,1
Abnormality of the thoracic cavity,Retinal progenitors and Muller glia,0,1,1
Abnormality of the thoracic cavity,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the thoracic cavity,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the thoracic cavity,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the thoracic cavity,SLC26A4 PAEP positive cells,0,1,1
Abnormality of the thoracic cavity,STC2 TLX1 positive cells,0,1,1
Abnormality of the thoracic cavity,Satellite cells,0,1,1
Abnormality of the thoracic cavity,Schwann cells,0,1,1
Abnormality of the thoracic cavity,Skeletal muscle cells,0,1,1
Abnormality of the thoracic cavity,Smooth muscle cells,0,1,1
Abnormality of the thoracic cavity,Squamous epithelial cells,0,1,1
Abnormality of the thoracic cavity,Stellate cells,0,1,1
Abnormality of the thoracic cavity,Stromal cells,0,1,1
Abnormality of the thoracic cavity,Sympathoblasts,0,1,1
Abnormality of the thoracic cavity,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the thoracic cavity,Thymic epithelial cells,0,1,1
Abnormality of the thoracic cavity,Thymocytes,0,1,1
Abnormality of the thoracic cavity,Trophoblast giant cells,0,1,1
Abnormality of the thoracic cavity,Unipolar brush cells,0,1,1
Abnormality of the thoracic cavity,Ureteric bud cells,0,1,1
Abnormality of the thoracic cavity,Vascular endothelial cells,0,1,1
Abnormality of the thoracic cavity,Visceral neurons,0,1,1
